id,nama_latin,nama_indonesia,nama_inggris,kingdom,phylum,kelas,ordo,family,genus,kategori,sinonim_ilmiah,sumber_data
rangkong_gading,Rhinoplax vigil,Rangkong gading,Helmeted Hornbill,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhinoplax,Aves,Buceros vigil,GBIF: https://www.gbif.org/species/2475951; Wikidata: http://www.wikidata.org/entity/Q226043
buaya_muara,Crocodylus porosus,Buaya muara,Saltwater Crocodile,Animalia,Chordata,Crocodylia,Crocodilia,Crocodylidae,Crocodylus,Crocodylia,Crocodilus biporcatus|Crocodilus biporcatus raninus|Crocodilus oopholis|Crocodylus natans|Crocodylus nathani,GBIF: https://www.gbif.org/species/2441333; Wikidata: http://www.wikidata.org/entity/Q182599
buaya_siam,Crocodylus siamensis,Buaya Siam,Siamese crocodile,Animalia,Chordata,Crocodylia,Crocodilia,Crocodylidae,Crocodylus,Crocodylia,Crocodilus galeatus|Crocodylus ossifragus,GBIF: https://www.gbif.org/species/2441348; Wikidata: http://www.wikidata.org/entity/Q208277
penyu_hijau,Chelonia mydas,Penyu hijau,Green Turtle,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,Reptilia,Caretta cepedii|Caretta esculenta|Caretta spec|Caretta thunbergi|Chelone mydas,GBIF: https://www.gbif.org/species/2442225; Wikidata: http://www.wikidata.org/entity/Q199458
penyu_sisik,Eretmochelys imbricata,Penyu sisik,hawksbill sea turtle,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,Reptilia,Caretta bissa|Caretta rostrata|Caretta squamosa|Chelone imbricata|Chelonia griseam,GBIF: https://www.gbif.org/species/8841716; Wikidata: http://www.wikidata.org/entity/Q203538
sanca_kembang,Malayopython reticulatus,Ular sanca kembang,Reticulated python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Malayopython,Reptilia,Boa phrygia|Boa reticulata|Boa rhombeata|Broghammerius reticulatus|Broghammerius reticulatus dalegibbonsi,GBIF: https://www.gbif.org/species/9260388; Wikidata: http://www.wikidata.org/entity/Q216136
ular_sendok_jawa,Naja sputatrix,Ular sendok jawa,Javan spitting cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Reptilia,Naja leptocoryphaea,GBIF: https://www.gbif.org/species/2470370; Wikidata: http://www.wikidata.org/entity/Q2703580
duyung,Dugong dugon,Dugong,dugong,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,Mammalia,Dugong dugon|Dugong dugon dugon|Dugong dugon hemprichii|Dugong dugon tabernaculi|Dugong dugong,GBIF: https://www.gbif.org/species/9729967; Wikidata: http://www.wikidata.org/entity/Q129544
ikan_raja_laut,Latimeria menadoensis,Coelacanth Indonesia,Sulawesi Coelacanth,Animalia,Chordata,Coelacanthi,Coelacanthiformes,Latimeriidae,Latimeria,Coelacanthi,-,GBIF: https://www.gbif.org/species/2441276; Wikidata: http://www.wikidata.org/entity/Q1156533
arwana_asia,Scleropages formosus,Arwana Asia,Asian arowana,Animalia,Chordata,Teleostei,Osteoglossiformes,Osteoglossidae,Scleropages,Teleostei,Osteoglossum formosum|Scleropages aureus|Scleropages legendrei|Scleropages macrocephalus,GBIF: https://www.gbif.org/species/2402231; Wikidata: http://www.wikidata.org/entity/Q728584
kupu_kupu_sayap_burung_wallace,Ornithoptera croesus,Kupu Kupu Sayap Burung Wallace,Wallace's Golden Birdwing,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Ornithoptera,Insecta,Ornithoptera croesus toeantei|Ornithoptera croesus wallacei,GBIF: https://www.gbif.org/species/1937481; Wikidata: http://www.wikidata.org/entity/Q1757731
kupu_kupu_sayap_burung_surga,Ornithoptera paradisea,Kupu-kupu sayap-burung surga,Paradise Birdwing,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Ornithoptera,Insecta,Troides paradisea|Troides paradiseus caliginosa,GBIF: https://www.gbif.org/species/1937484; Wikidata: http://www.wikidata.org/entity/Q1756827
