id,image_url,image_source,description,description_source
duku,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lanzones.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Lanzones.jpg,"Duku (Lansium domesticum) merupakan entri leksikon flora dalam kingdom Plantae, phylum Tracheophyta, dan kelas Magnoliopsida. Spesies ini tercatat pada family Meliaceae dan genus Lansium. Nama Inggris yang tercatat adalah langsat.",Generated from validated project taxonomy fields
rambutan,https://commons.wikimedia.org/wiki/Special:Redirect/file/Rambutan_masak_didahan.JPG?width=1200,https://commons.wikimedia.org/wiki/File:Rambutan_masak_didahan.JPG,"rambutan (Nephelium lappaceum) merupakan entri leksikon flora dalam kingdom Plantae, phylum Tracheophyta, dan kelas Magnoliopsida. Spesies ini tercatat pada family Sapindaceae dan genus Nephelium. Nama Inggris yang tercatat adalah pulasan.",Generated from validated project taxonomy fields
salak,https://commons.wikimedia.org/wiki/Special:Redirect/file/Salak_Salacca_zalacca.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Salak_Salacca_zalacca.jpg,"salak (Salacca zalacca) merupakan entri leksikon flora dalam kingdom Plantae, phylum Tracheophyta, dan kelas Liliopsida. Spesies ini tercatat pada family Arecaceae dan genus Salacca. Nama Inggris yang tercatat adalah Snakefruit.",Generated from validated project taxonomy fields
bakau_minyak,https://commons.wikimedia.org/wiki/Special:Redirect/file/Thakafathi.JPG?width=1200,https://commons.wikimedia.org/wiki/File:Thakafathi.JPG,"Bakau minyak (Rhizophora apiculata) merupakan entri leksikon flora dalam kingdom Plantae, phylum Tracheophyta, dan kelas Magnoliopsida. Spesies ini tercatat pada family Rhizophoraceae dan genus Rhizophora. Nama Inggris yang tercatat adalah mangrove.",Generated from validated project taxonomy fields
ketapang,https://commons.wikimedia.org/wiki/Special:Redirect/file/01423jfCapalangan_Sulipan_Apalit_Pampanga_Peters_Trees_Shrinesfvf_20.JPG?width=1200,https://commons.wikimedia.org/wiki/File:01423jfCapalangan_Sulipan_Apalit_Pampanga_Peters_Trees_Shrinesfvf_20.JPG,"Ketapang (Terminalia catappa) merupakan entri leksikon flora dalam kingdom Plantae, phylum Tracheophyta, dan kelas Magnoliopsida. Spesies ini tercatat pada family Combretaceae dan genus Terminalia. Nama Inggris yang tercatat adalah India almond.",Generated from validated project taxonomy fields
kucing,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cat_November_2010-1a.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Cat_November_2010-1a.jpg,"Kucing Domestik (Felis catus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Felidae dan genus Felis. Nama Inggris yang tercatat adalah Domestic Cat.",Generated from validated project taxonomy fields
harimau,https://commons.wikimedia.org/wiki/Special:Redirect/file/Adult_male_Royal_Bengal_tiger.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Adult_male_Royal_Bengal_tiger.jpg,"harimau (Panthera tigris) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Felidae dan genus Panthera. Nama Inggris yang tercatat adalah tiger.",Generated from validated project taxonomy fields
orangutan_sumatra,https://commons.wikimedia.org/wiki/Special:Redirect/file/Orangutan-Columbus-zoo.JPG?width=1200,https://commons.wikimedia.org/wiki/File:Orangutan-Columbus-zoo.JPG,"Orangutan sumatera (Pongo abelii) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Hominidae dan genus Pongo. Nama Inggris yang tercatat adalah Sumatran orangutan.",Generated from validated project taxonomy fields
orangutan_kalimantan,https://commons.wikimedia.org/wiki/Special:Redirect/file/OrangutanP1.jpg?width=1200,https://commons.wikimedia.org/wiki/File:OrangutanP1.jpg,"Orangutan kalimantan (Pongo pygmaeus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Hominidae dan genus Pongo. Nama Inggris yang tercatat adalah Bornean orangutan.",Generated from validated project taxonomy fields
komodo,https://commons.wikimedia.org/wiki/Special:Redirect/file/Komodo_dragon_Varanus_komodoensis_Ragunan_Zoo_2.JPG?width=1200,https://commons.wikimedia.org/wiki/File:Komodo_dragon_Varanus_komodoensis_Ragunan_Zoo_2.JPG,"komodo (Varanus komodoensis) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Reptilia. Spesies ini tercatat pada family Varanidae dan genus Varanus. Nama Inggris yang tercatat adalah Komodo dragon.",Generated from validated project taxonomy fields
jalak_bali,https://commons.wikimedia.org/wiki/Special:Redirect/file/Bali_Myna_0A2A9443.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Bali_Myna_0A2A9443.jpg,"jalak bali (Leucopsar rothschildi) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Sturnidae dan genus Leucopsar. Nama Inggris yang tercatat adalah Bali Myna.",Generated from validated project taxonomy fields
elang_jawa,https://commons.wikimedia.org/wiki/Special:Redirect/file/ELJA.jpg?width=1200,https://commons.wikimedia.org/wiki/File:ELJA.jpg,"Elang jawa (Nisaetus bartelsi) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Accipitridae dan genus Nisaetus. Nama Inggris yang tercatat adalah Javan hawk-eagle.",Generated from validated project taxonomy fields
babirusa_sulawesi,https://commons.wikimedia.org/wiki/Special:Redirect/file/Hirscheber1a.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Hirscheber1a.jpg,"Babirusa sulawesi-utara (Babyrousa celebensis) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Suidae dan genus Babyrousa. Nama Inggris yang tercatat adalah North Sulawesi babirusa.",Generated from validated project taxonomy fields
maleo,https://commons.wikimedia.org/wiki/Special:Redirect/file/Stavenn_Maleo.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Stavenn_Maleo.jpg,"maleo senkawor (Macrocephalon maleo) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Megapodiidae dan genus Macrocephalon. Nama Inggris yang tercatat adalah Maleo.",Generated from validated project taxonomy fields
gajah_sumatra,https://commons.wikimedia.org/wiki/Special:Redirect/file/Elephas_maximus_%28Bandipur%29.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Elephas_maximus_%28Bandipur%29.jpg,"Gajah Asia (Elephas maximus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Elephantidae dan genus Elephas. Nama Inggris yang tercatat adalah Asian elephant.",Generated from validated project taxonomy fields
badak_jawa,https://commons.wikimedia.org/wiki/Special:Redirect/file/Rhinoceros_sondaicus_in_London_Zoo.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Rhinoceros_sondaicus_in_London_Zoo.jpg,"Badak Sunda (Rhinoceros sondaicus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Rhinocerotidae dan genus Rhinoceros. Nama Inggris yang tercatat adalah Javan rhinoceros.",Generated from validated project taxonomy fields
badak_sumatra,https://commons.wikimedia.org/wiki/Special:Redirect/file/Sumatran_Rhino_2.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Sumatran_Rhino_2.jpg,"badak sumatra (Dicerorhinus sumatrensis) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Rhinocerotidae dan genus Dicerorhinus. Nama Inggris yang tercatat adalah Sumatran rhinoceros.",Generated from validated project taxonomy fields
bekantan,https://commons.wikimedia.org/wiki/Special:Redirect/file/Proboscis_Monkey_in_Borneo.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Proboscis_Monkey_in_Borneo.jpg,"bekantan (Nasalis larvatus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Cercopithecidae dan genus Nasalis. Nama Inggris yang tercatat adalah Proboscis Monkey.",Generated from validated project taxonomy fields
yaki,https://commons.wikimedia.org/wiki/Special:Redirect/file/Crested_Black_Macaque_%28Macaca_nigra%29.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Crested_Black_Macaque_%28Macaca_nigra%29.jpg,"monyet hitam sulawesi (Macaca nigra) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Cercopithecidae dan genus Macaca. Nama Inggris yang tercatat adalah Celebes Crested Macaque.",Generated from validated project taxonomy fields
tangkasi,https://commons.wikimedia.org/wiki/Special:Redirect/file/Tarsius_tarsier_Tandurusa_zoo.JPG?width=1200,https://commons.wikimedia.org/wiki/File:Tarsius_tarsier_Tandurusa_zoo.JPG,"Tangkasi (Tarsius tarsier) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Tarsiidae dan genus Tarsius. Nama Inggris yang tercatat adalah Spectral tarsier.",Generated from validated project taxonomy fields
anoa_dataran_rendah,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lowland_anoa.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Lowland_anoa.jpg,"Anoa Dataran Rendah (Bubalus depressicornis) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Bovidae dan genus Bubalus. Nama Inggris yang tercatat adalah Lowland Anoa.",Generated from validated project taxonomy fields
anoa_pegunungan,https://commons.wikimedia.org/wiki/Special:Redirect/file/Buablus_quarlesi2.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Buablus_quarlesi2.jpg,"anoa pegunungan (Bubalus quarlesi) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Bovidae dan genus Bubalus. Nama Inggris yang tercatat adalah mountain anoa.",Generated from validated project taxonomy fields
babi_sulawesi,https://commons.wikimedia.org/wiki/Special:Redirect/file/Sus_celebensis_416841925.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Sus_celebensis_416841925.jpg,"Babi varu (Sus celebensis) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Suidae dan genus Sus. Nama Inggris yang tercatat adalah Celebes warty pig.",Generated from validated project taxonomy fields
beruang_madu,https://commons.wikimedia.org/wiki/Special:Redirect/file/Sitting_sun_bear.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Sitting_sun_bear.jpg,"Beruang madu (Helarctos malayanus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Ursidae dan genus Helarctos. Nama Inggris yang tercatat adalah Sun Bear.",Generated from validated project taxonomy fields
macan_dahan_sunda,https://commons.wikimedia.org/wiki/Special:Redirect/file/Borneo_clouded_leopard.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Borneo_clouded_leopard.jpg,"Macan dahan Sunda (Neofelis diardi) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Felidae dan genus Neofelis. Nama Inggris yang tercatat adalah Sunda clouded leopard.",Generated from validated project taxonomy fields
kucing_kuwuk,https://commons.wikimedia.org/wiki/Special:Redirect/file/Close-up_of_a_Leopard_Cat_in_Sundarban.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Close-up_of_a_Leopard_Cat_in_Sundarban.jpg,"Kucing kuwuk (Prionailurus bengalensis) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Felidae dan genus Prionailurus. Nama Inggris yang tercatat adalah leopard cat.",Generated from validated project taxonomy fields
ajag,https://commons.wikimedia.org/wiki/Special:Redirect/file/Dhole_%28Asiatic_wild_dog%29_cropped.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Dhole_%28Asiatic_wild_dog%29_cropped.jpg,"Ajak (Cuon alpinus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Canidae dan genus Cuon. Nama Inggris yang tercatat adalah dhole.",Generated from validated project taxonomy fields
rusa_timor,https://commons.wikimedia.org/wiki/Special:Redirect/file/Rusa_Deer_%28C._Timorensis%29.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Rusa_Deer_%28C._Timorensis%29.jpg,"Rusa Jawa (Rusa timorensis) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Cervidae dan genus Rusa. Nama Inggris yang tercatat adalah Javan rusa.",Generated from validated project taxonomy fields
rusa_bawean,https://commons.wikimedia.org/wiki/Special:Redirect/file/Adult_male_Bawean_deer_Axis_kuhlii.JPG?width=1200,https://commons.wikimedia.org/wiki/File:Adult_male_Bawean_deer_Axis_kuhlii.JPG,"Rusa Bawean (Axis kuhlii) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Cervidae dan genus Axis. Nama Inggris yang tercatat adalah Bawean Deer.",Generated from validated project taxonomy fields
banteng,https://commons.wikimedia.org/wiki/Special:Redirect/file/Bos_javanicus_javanicus.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Bos_javanicus_javanicus.jpg,"Banteng (Bos javanicus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Bovidae dan genus Bos. Nama Inggris yang tercatat adalah Banteng.",Generated from validated project taxonomy fields
trenggiling,https://commons.wikimedia.org/wiki/Special:Redirect/file/Pangolin_borneo.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Pangolin_borneo.jpg,"Trenggiling biasa (Manis javanica) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Manidae dan genus Manis. Nama Inggris yang tercatat adalah Sunda pangolin.",Generated from validated project taxonomy fields
binturong,https://commons.wikimedia.org/wiki/Special:Redirect/file/Binturong_in_Overloon.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Binturong_in_Overloon.jpg,"Binturung (Arctictis binturong) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Viverridae dan genus Arctictis. Nama Inggris yang tercatat adalah binturong.",Generated from validated project taxonomy fields
kuskus_beruang_sulawesi,https://commons.wikimedia.org/wiki/Special:Redirect/file/Ailurops_ursinus_Naemundung_2_North_Sulawesi.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Ailurops_ursinus_Naemundung_2_North_Sulawesi.jpg,"kuskus beruang sulawesi (Ailurops ursinus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Phalangeridae dan genus Ailurops. Nama Inggris yang tercatat adalah Bear Cuscus.",Generated from validated project taxonomy fields
kuskus_tutul,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cuscus1.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Cuscus1.jpg,"Kuskus Tutul (Spilocuscus maculatus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Mammalia. Spesies ini tercatat pada family Phalangeridae dan genus Spilocuscus. Nama Inggris yang tercatat adalah Common spotted cuscus.",Generated from validated project taxonomy fields
cenderawasih_besar,https://commons.wikimedia.org/wiki/Special:Redirect/file/Paradisaea_apoda_-Bali_Bird_Park-6.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Paradisaea_apoda_-Bali_Bird_Park-6.jpg,"cenderawasih kuning-besar (Paradisaea apoda) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Paradisaeidae dan genus Paradisaea. Nama Inggris yang tercatat adalah Greater Bird-of-paradise.",Generated from validated project taxonomy fields
cenderawasih_kecil,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lesser_Bird_of_Paradise.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Lesser_Bird_of_Paradise.jpg,"cenderawasih kuning-kecil (Paradisaea minor) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Paradisaeidae dan genus Paradisaea. Nama Inggris yang tercatat adalah Lesser Bird-of-paradise.",Generated from validated project taxonomy fields
cenderawasih_raja,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cicinnurus_regius-20031005.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Cicinnurus_regius-20031005.jpg,"cenderawasih raja (Cicinnurus regius) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Paradisaeidae dan genus Cicinnurus. Nama Inggris yang tercatat adalah King Bird-of-paradise.",Generated from validated project taxonomy fields
kakatua_kecil_jambul_kuning,https://commons.wikimedia.org/wiki/Special:Redirect/file/Gelbwangenkakadu_8559.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Gelbwangenkakadu_8559.jpg,"kakatua-kecil jambul-kuning (Cacatua sulphurea) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Psittacidae dan genus Cacatua. Nama Inggris yang tercatat adalah Yellow-crested Cockatoo.",Generated from validated project taxonomy fields
kakatua_raja,https://commons.wikimedia.org/wiki/Special:Redirect/file/Probosciger_aterrimus%2C_Cape_York_1.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Probosciger_aterrimus%2C_Cape_York_1.jpg,"kakatua raja (Probosciger aterrimus) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Psittacidae dan genus Probosciger. Nama Inggris yang tercatat adalah Palm Cockatoo.",Generated from validated project taxonomy fields
nuri_kepala_hitam,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lorius_lory-20051118.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Lorius_lory-20051118.jpg,"kasturi kepala-hitam (Lorius lory) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Psittacidae dan genus Lorius. Nama Inggris yang tercatat adalah Black-capped Lory.",Generated from validated project taxonomy fields
nuri_merah,https://commons.wikimedia.org/wiki/Special:Redirect/file/Eos_bornea_-Taronga_Zoo%2C_Sydney%2C_Australia-8a_%281%29.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Eos_bornea_-Taronga_Zoo%2C_Sydney%2C_Australia-8a_%281%29.jpg,"nuri maluku (Eos bornea) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Psittacidae dan genus Eos. Nama Inggris yang tercatat adalah Red Lory.",Generated from validated project taxonomy fields
tiong_emas,https://commons.wikimedia.org/wiki/Special:Redirect/file/Common_Hill_Myna%2C_Satchari_NP%2C_Bangladesh_1.jpg?width=1200,https://commons.wikimedia.org/wiki/File:Common_Hill_Myna%2C_Satchari_NP%2C_Bangladesh_1.jpg,"tiong emas (Gracula religiosa) merupakan entri leksikon fauna dalam kingdom Animalia, phylum Chordata, dan kelas Aves. Spesies ini tercatat pada family Sturnidae dan genus Gracula. Nama Inggris yang tercatat adalah Common Hill Myna.",Generated from validated project taxonomy fields
